Date,County,New Confirmed Cases,Total Confirmed Cases,New Probable and Confirmed Deaths,Total Probable and Confirmed Deaths
4/3/2021,Barnstable,85,12432,1,446
4/3/2021,Berkshire,35,5641,1,278
4/3/2021,Bristol,213,60549,5,1650
4/3/2021,Dukes,19,1004,,
4/3/2021,Essex,284,90089,6,2306
4/3/2021,Franklin,10,2245,1,109
4/3/2021,Hampden,232,46464,2,1455
4/3/2021,Hampshire,37,8428,0,284
4/3/2021,Middlesex,472,123681,5,3666
4/3/2021,Nantucket,12,1347,,
4/3/2021,Norfolk,175,50489,5,1736
4/3/2021,Plymouth,161,44673,1,1383
4/3/2021,Suffolk,330,85736,1,1795
4/3/2021,Worcester,225,71071,4,2161
4/3/2021,Unknown,-27,1206,0,8
4/3/2021,Dukes and Nantucket,,,0,4
4/5/2021,Barnstable,107,12539,2,448
4/5/2021,Berkshire,44,5685,1,279
4/5/2021,Bristol,278,60827,3,1653
4/5/2021,Dukes,34,1038,,
4/5/2021,Essex,334,90423,7,2313
4/5/2021,Franklin,30,2275,0,109
4/5/2021,Hampden,255,46719,3,1458
4/5/2021,Hampshire,53,8481,0,284
4/5/2021,Middlesex,616,124297,11,3677
4/5/2021,Nantucket,8,1355,,
4/5/2021,Norfolk,243,50732,7,1743
4/5/2021,Plymouth,242,44915,1,1384
4/5/2021,Suffolk,408,86144,4,1799
4/5/2021,Worcester,254,71325,5,2166
4/5/2021,Unknown,6,1212,0,8
4/5/2021,Dukes and Nantucket,,,0,4
4/6/2021,Barnstable,39,12578,0,448
4/6/2021,Berkshire,19,5704,0,279
4/6/2021,Bristol,141,60968,1,1654
4/6/2021,Dukes,3,1041,,
4/6/2021,Essex,219,90642,1,2314
4/6/2021,Franklin,2,2277,0,109
4/6/2021,Hampden,136,46855,1,1459
4/6/2021,Hampshire,17,8498,0,284
4/6/2021,Middlesex,321,124618,3,3680
4/6/2021,Nantucket,0,1355,,
4/6/2021,Norfolk,145,50877,2,1745
4/6/2021,Plymouth,161,45076,1,1385
4/6/2021,Suffolk,221,86365,2,1801
4/6/2021,Worcester,137,71462,1,2167
4/6/2021,Unknown,5,1217,0,8
4/6/2021,Dukes and Nantucket,,,0,4
4/7/2021,Barnstable,67,12645,2,450
4/7/2021,Berkshire,31,5735,2,281
4/7/2021,Bristol,184,61152,2,1656
4/7/2021,Dukes,14,1055,,
4/7/2021,Essex,343,90985,2,2316
4/7/2021,Franklin,3,2280,1,110
4/7/2021,Hampden,170,47025,2,1461
4/7/2021,Hampshire,25,8523,0,284
4/7/2021,Middlesex,504,125122,2,3682
4/7/2021,Nantucket,14,1369,,
4/7/2021,Norfolk,150,51027,4,1749
4/7/2021,Plymouth,153,45229,2,1387
4/7/2021,Suffolk,334,86699,0,1801
4/7/2021,Worcester,261,71723,2,2169
4/7/2021,Unknown,39,1256,0,8
4/7/2021,Dukes and Nantucket,,,0,4
4/8/2021,Barnstable,61,12706,0,450
4/8/2021,Berkshire,35,5770,0,281
4/8/2021,Bristol,228,61380,0,1656
4/8/2021,Dukes,11,1066,,
4/8/2021,Essex,253,91238,1,2317
4/8/2021,Franklin,11,2291,0,110
4/8/2021,Hampden,204,47229,4,1465
4/8/2021,Hampshire,28,8551,0,284
4/8/2021,Middlesex,465,125587,1,3683
4/8/2021,Nantucket,8,1377,,
4/8/2021,Norfolk,155,51182,1,1750
4/8/2021,Plymouth,129,45358,1,1388
4/8/2021,Suffolk,258,86957,0,1801
4/8/2021,Worcester,152,71875,0,2169
4/8/2021,Unknown,-60,1196,0,8
4/8/2021,Dukes and Nantucket,,,0,4
4/9/2021,Barnstable,64,12770,2,452
4/9/2021,Berkshire,39,5809,0,281
4/9/2021,Bristol,191,61571,1,1657
4/9/2021,Dukes,5,1071,,
4/9/2021,Essex,308,91546,0,2317
4/9/2021,Franklin,10,2301,0,110
4/9/2021,Hampden,188,47417,2,1467
4/9/2021,Hampshire,20,8571,0,284
4/9/2021,Middlesex,473,126060,1,3684
4/9/2021,Nantucket,6,1383,,
4/9/2021,Norfolk,173,51355,3,1753
4/9/2021,Plymouth,150,45508,0,1388
4/9/2021,Suffolk,317,87274,1,1802
4/9/2021,Worcester,247,72122,0,2169
4/9/2021,Unknown,-7,1189,0,8
4/9/2021,Dukes and Nantucket,,,0,4
4/10/2021,Barnstable,69,12839,1,453
4/10/2021,Berkshire,40,5849,0,281
4/10/2021,Bristol,188,61759,1,1658
4/10/2021,Dukes,16,1087,,
4/10/2021,Essex,262,91808,1,2318
4/10/2021,Franklin,9,2310,0,110
4/10/2021,Hampden,213,47630,0,1467
4/10/2021,Hampshire,39,8610,0,284
4/10/2021,Middlesex,496,126556,1,3685
4/10/2021,Nantucket,7,1390,,
4/10/2021,Norfolk,122,51477,-1,1752
4/10/2021,Plymouth,120,45628,0,1388
4/10/2021,Suffolk,309,87583,0,1802
4/10/2021,Worcester,225,72347,0,2169
4/10/2021,Unknown,-8,1181,0,8
4/10/2021,Dukes and Nantucket,,,0,4
4/11/2021,Barnstable,56,12895,0,453
4/11/2021,Berkshire,30,5879,0,281
4/11/2021,Bristol,188,61947,1,1659
4/11/2021,Dukes,10,1097,,
4/11/2021,Essex,217,92025,3,2321
4/11/2021,Franklin,11,2321,0,110
4/11/2021,Hampden,162,47792,1,1468
4/11/2021,Hampshire,22,8632,0,284
4/11/2021,Middlesex,451,127007,0,3685
4/11/2021,Nantucket,11,1401,,
4/11/2021,Norfolk,157,51634,1,1753
4/11/2021,Plymouth,124,45752,0,1388
4/11/2021,Suffolk,199,87782,0,1802
4/11/2021,Worcester,173,72520,2,2171
4/11/2021,Unknown,20,1201,0,8
4/11/2021,Dukes and Nantucket,,,0,4
4/12/2021,Barnstable,43,12938,0,453
4/12/2021,Berkshire,24,5903,0,281
4/12/2021,Bristol,118,62065,0,1659
4/12/2021,Dukes,16,1113,,
4/12/2021,Essex,173,92198,2,2323
4/12/2021,Franklin,9,2330,0,110
4/12/2021,Hampden,147,47939,1,1469
4/12/2021,Hampshire,10,8642,0,284
4/12/2021,Middlesex,334,127341,4,3689
4/12/2021,Nantucket,1,1402,,
4/12/2021,Norfolk,97,51731,6,1759
4/12/2021,Plymouth,113,45865,3,1391
4/12/2021,Suffolk,183,87965,2,1804
4/12/2021,Worcester,125,72645,2,2173
4/12/2021,Unknown,-17,1184,-1,7
4/12/2021,Dukes and Nantucket,,,0,4
4/13/2021,Barnstable,39,12977,0,453
4/13/2021,Berkshire,22,5925,0,281
4/13/2021,Bristol,139,62204,3,1662
4/13/2021,Dukes,0,1113,,
4/13/2021,Essex,176,92374,0,2323
4/13/2021,Franklin,3,2333,0,110
4/13/2021,Hampden,197,48136,2,1471
4/13/2021,Hampshire,19,8661,0,284
4/13/2021,Middlesex,209,127550,0,3689
4/13/2021,Nantucket,0,1402,,
4/13/2021,Norfolk,134,51865,0,1759
4/13/2021,Plymouth,136,46001,1,1392
4/13/2021,Suffolk,151,88116,0,1804
4/13/2021,Worcester,166,72811,1,2174
4/13/2021,Unknown,10,1194,0,7
4/13/2021,Dukes and Nantucket,,,0,4
4/14/2021,Barnstable,45,13022,0,453
4/14/2021,Berkshire,30,5955,1,282
4/14/2021,Bristol,266,62470,2,1664
4/14/2021,Dukes,12,1125,,
4/14/2021,Essex,246,92620,1,2324
4/14/2021,Franklin,8,2341,0,110
4/14/2021,Hampden,184,48320,1,1472
4/14/2021,Hampshire,22,8683,0,284
4/14/2021,Middlesex,435,127985,3,3692
4/14/2021,Nantucket,4,1406,,
4/14/2021,Norfolk,153,52018,1,1760
4/14/2021,Plymouth,128,46129,0,1392
4/14/2021,Suffolk,224,88340,3,1807
4/14/2021,Worcester,257,73068,2,2176
4/14/2021,Unknown,-10,1184,0,7
4/14/2021,Dukes and Nantucket,,,0,4
4/15/2021,Barnstable,45,13067,1,454
4/15/2021,Berkshire,34,5989,0,282
4/15/2021,Bristol,197,62667,0,1664
4/15/2021,Dukes,12,1137,,
4/15/2021,Essex,236,92856,0,2324
4/15/2021,Franklin,7,2348,0,110
4/15/2021,Hampden,197,48517,2,1474
4/15/2021,Hampshire,19,8702,0,284
4/15/2021,Middlesex,416,128401,0,3692
4/15/2021,Nantucket,9,1415,,
4/15/2021,Norfolk,141,52159,0,1760
4/15/2021,Plymouth,140,46269,0,1392
4/15/2021,Suffolk,248,88588,1,1808
4/15/2021,Worcester,185,73253,1,2177
4/15/2021,Unknown,-2,1182,0,7
4/15/2021,Dukes and Nantucket,,,0,4
4/16/2021,Barnstable,58,13125,0,454
4/16/2021,Berkshire,34,6023,0,282
4/16/2021,Bristol,205,62872,2,1666
4/16/2021,Dukes,16,1153,,
4/16/2021,Essex,254,93110,4,2328
4/16/2021,Franklin,12,2360,1,111
4/16/2021,Hampden,156,48673,2,1476
4/16/2021,Hampshire,26,8728,2,286
4/16/2021,Middlesex,431,128832,2,3694
4/16/2021,Nantucket,7,1422,,
4/16/2021,Norfolk,132,52291,0,1760
4/16/2021,Plymouth,163,46432,0,1392
4/16/2021,Suffolk,232,88820,0,1808
4/16/2021,Worcester,200,73453,0,2177
4/16/2021,Unknown,36,1218,0,7
4/16/2021,Dukes and Nantucket,,,0,4
4/17/2021,Barnstable,48,13173,1,455
4/17/2021,Berkshire,25,6048,0,282
4/17/2021,Bristol,190,63062,1,1667
4/17/2021,Dukes,13,1166,,
4/17/2021,Essex,207,93317,0,2328
4/17/2021,Franklin,11,2371,0,111
4/17/2021,Hampden,219,48892,3,1479
4/17/2021,Hampshire,26,8754,1,287
4/17/2021,Middlesex,340,129172,1,3695
4/17/2021,Nantucket,3,1425,,
4/17/2021,Norfolk,145,52436,3,1763
4/17/2021,Plymouth,113,46545,0,1392
4/17/2021,Suffolk,230,89050,0,1808
4/17/2021,Worcester,169,73622,0,2177
4/17/2021,Unknown,-45,1173,0,7
4/17/2021,Dukes and Nantucket,,,0,4
4/18/2021,Barnstable,38,13211,0,455
4/18/2021,Berkshire,17,6065,0,282
4/18/2021,Bristol,147,63209,0,1667
4/18/2021,Dukes,8,1174,,
4/18/2021,Essex,172,93489,1,2329
4/18/2021,Franklin,8,2379,0,111
4/18/2021,Hampden,99,48991,1,1480
4/18/2021,Hampshire,17,8771,1,288
4/18/2021,Middlesex,265,129437,1,3696
4/18/2021,Nantucket,9,1434,,
4/18/2021,Norfolk,95,52531,1,1764
4/18/2021,Plymouth,95,46640,0,1392
4/18/2021,Suffolk,163,89213,1,1809
4/18/2021,Worcester,122,73744,1,2178
4/18/2021,Unknown,10,1183,0,7
4/18/2021,Dukes and Nantucket,,,0,4
4/19/2021,Barnstable,34,13245,2,457
4/19/2021,Berkshire,14,6079,0,282
4/19/2021,Bristol,133,63342,3,1670
4/19/2021,Dukes,7,1181,,
4/19/2021,Essex,189,93678,2,2331
4/19/2021,Franklin,6,2385,0,111
4/19/2021,Hampden,144,49135,1,1481
4/19/2021,Hampshire,7,8778,1,289
4/19/2021,Middlesex,247,129684,3,3699
4/19/2021,Nantucket,6,1440,,
4/19/2021,Norfolk,94,52625,1,1765
4/19/2021,Plymouth,102,46742,2,1394
4/19/2021,Suffolk,166,89379,1,1810
4/19/2021,Worcester,93,73837,3,2181
4/19/2021,Unknown,-6,1177,0,7
4/19/2021,Dukes and Nantucket,,,0,4
4/20/2021,Barnstable,20,13265,0,457
4/20/2021,Berkshire,16,6095,0,282
4/20/2021,Bristol,101,63443,0,1670
4/20/2021,Dukes,3,1184,,
4/20/2021,Essex,117,93795,0,2331
4/20/2021,Franklin,3,2388,0,111
4/20/2021,Hampden,172,49307,1,1482
4/20/2021,Hampshire,16,8794,0,289
4/20/2021,Middlesex,150,129834,1,3700
4/20/2021,Nantucket,1,1441,,
4/20/2021,Norfolk,62,52687,0,1765
4/20/2021,Plymouth,79,46821,1,1395
4/20/2021,Suffolk,63,89442,0,1810
4/20/2021,Worcester,137,73974,0,2181
4/20/2021,Unknown,28,1205,0,7
4/20/2021,Dukes and Nantucket,,,0,4
4/21/2021,Barnstable,26,13291,2,459
4/21/2021,Berkshire,30,6125,0,282
4/21/2021,Bristol,148,63591,0,1670
4/21/2021,Dukes,9,1193,,
4/21/2021,Essex,234,94029,3,2334
4/21/2021,Franklin,6,2394,1,112
4/21/2021,Hampden,122,49429,1,1483
4/21/2021,Hampshire,14,8808,1,290
4/21/2021,Middlesex,269,130103,1,3701
4/21/2021,Nantucket,0,1441,,
4/21/2021,Norfolk,110,52797,0,1765
4/21/2021,Plymouth,105,46926,3,1398
4/21/2021,Suffolk,163,89605,0,1810
4/21/2021,Worcester,165,74139,2,2183
4/21/2021,Unknown,-31,1174,0,7
4/21/2021,Dukes and Nantucket,,,0,4
4/22/2021,Barnstable,39,13330,0,459
4/22/2021,Berkshire,19,6144,0,282
4/22/2021,Bristol,167,63758,7,1677
4/22/2021,Dukes,15,1208,,
4/22/2021,Essex,200,94229,1,2335
4/22/2021,Franklin,7,2401,0,112
4/22/2021,Hampden,182,49611,1,1484
4/22/2021,Hampshire,28,8836,0,290
4/22/2021,Middlesex,263,130366,4,3705
4/22/2021,Nantucket,15,1456,,
4/22/2021,Norfolk,97,52894,0,1765
4/22/2021,Plymouth,108,47034,1,1399
4/22/2021,Suffolk,179,89784,1,1811
4/22/2021,Worcester,128,74267,2,2185
4/22/2021,Unknown,-16,1158,0,7
4/22/2021,Dukes and Nantucket,,,0,4
4/23/2021,Barnstable,31,13361,0,459
4/23/2021,Berkshire,20,6164,0,282
4/23/2021,Bristol,129,63887,4,1681
4/23/2021,Dukes,15,1223,,
4/23/2021,Essex,179,94408,2,2337
4/23/2021,Franklin,12,2413,0,112
4/23/2021,Hampden,172,49783,1,1485
4/23/2021,Hampshire,23,8859,0,290
4/23/2021,Middlesex,295,130661,3,3708
4/23/2021,Nantucket,6,1462,,
4/23/2021,Norfolk,125,53019,1,1766
4/23/2021,Plymouth,105,47139,2,1401
4/23/2021,Suffolk,173,89957,0,1811
4/23/2021,Worcester,175,74442,0,2185
4/23/2021,Unknown,-8,1150,0,7
4/23/2021,Dukes and Nantucket,,,0,4
4/24/2021,Barnstable,26,13387,2,461
4/24/2021,Berkshire,18,6182,0,282
4/24/2021,Bristol,159,64046,2,1683
4/24/2021,Dukes,7,1230,,
4/24/2021,Essex,181,94589,3,2340
4/24/2021,Franklin,5,2418,0,112
4/24/2021,Hampden,123,49906,0,1485
4/24/2021,Hampshire,23,8882,0,290
4/24/2021,Middlesex,304,130965,1,3709
4/24/2021,Nantucket,6,1468,,
4/24/2021,Norfolk,137,53156,2,1768
4/24/2021,Plymouth,109,47248,4,1405
4/24/2021,Suffolk,154,90111,0,1811
4/24/2021,Worcester,145,74587,1,2186
4/24/2021,Unknown,-11,1139,0,7
4/24/2021,Dukes and Nantucket,,,1,5
4/25/2021,Barnstable,30,13417,0,461
4/25/2021,Berkshire,22,6204,0,282
4/25/2021,Bristol,119,64165,1,1684
4/25/2021,Dukes,5,1235,,
4/25/2021,Essex,135,94724,1,2341
4/25/2021,Franklin,9,2427,0,112
4/25/2021,Hampden,114,50020,2,1487
4/25/2021,Hampshire,14,8896,0,290
4/25/2021,Middlesex,209,131174,1,3710
4/25/2021,Nantucket,3,1471,,
4/25/2021,Norfolk,86,53242,0,1768
4/25/2021,Plymouth,79,47327,0,1405
4/25/2021,Suffolk,134,90245,0,1811
4/25/2021,Worcester,122,74709,1,2187
4/25/2021,Unknown,4,1143,0,7
4/25/2021,Dukes and Nantucket,,,0,5
4/26/2021,Barnstable,17,13434,0,461
4/26/2021,Berkshire,20,6224,0,282
4/26/2021,Bristol,68,64233,3,1687
4/26/2021,Dukes,10,1245,,
4/26/2021,Essex,114,94838,2,2343
4/26/2021,Franklin,5,2432,0,112
4/26/2021,Hampden,88,50108,0,1487
4/26/2021,Hampshire,7,8903,0,290
4/26/2021,Middlesex,158,131332,3,3713
4/26/2021,Nantucket,3,1474,,
4/26/2021,Norfolk,70,53312,1,1769
4/26/2021,Plymouth,75,47402,2,1407
4/26/2021,Suffolk,111,90356,1,1812
4/26/2021,Worcester,67,74776,0,2187
4/26/2021,Unknown,-1,1142,0,7
4/26/2021,Dukes and Nantucket,,,0,5
4/27/2021,Barnstable,14,13448,0,461
4/27/2021,Berkshire,2,6226,0,282
4/27/2021,Bristol,116,64349,2,1689
4/27/2021,Dukes,1,1246,,
4/27/2021,Essex,87,94925,1,2344
4/27/2021,Franklin,3,2435,0,112
4/27/2021,Hampden,85,50193,0,1487
4/27/2021,Hampshire,2,8905,0,290
4/27/2021,Middlesex,155,131487,0,3713
4/27/2021,Nantucket,0,1474,,
4/27/2021,Norfolk,82,53394,0,1769
4/27/2021,Plymouth,102,47504,0,1407
4/27/2021,Suffolk,92,90448,1,1813
4/27/2021,Worcester,91,74867,0,2187
4/27/2021,Unknown,-7,1135,0,7
4/27/2021,Dukes and Nantucket,,,0,5
4/28/2021,Barnstable,20,13468,0,461
4/28/2021,Berkshire,27,6253,0,282
4/28/2021,Bristol,165,64514,2,1691
4/28/2021,Dukes,6,1252,,
4/28/2021,Essex,209,95134,3,2347
4/28/2021,Franklin,8,2443,0,112
4/28/2021,Hampden,158,50351,2,1489
4/28/2021,Hampshire,12,8917,0,290
4/28/2021,Middlesex,276,131763,2,3715
4/28/2021,Nantucket,9,1483,,
4/28/2021,Norfolk,101,53495,2,1771
4/28/2021,Plymouth,88,47592,0,1407
4/28/2021,Suffolk,137,90585,0,1813
4/28/2021,Worcester,176,75043,1,2188
4/28/2021,Unknown,0,1135,0,7
4/28/2021,Dukes and Nantucket,,,0,5
4/29/2021,Barnstable,25,13493,0,461
4/29/2021,Berkshire,23,6276,0,282
4/29/2021,Bristol,103,64617,5,1696
4/29/2021,Dukes,16,1268,,
4/29/2021,Essex,182,95316,1,2348
4/29/2021,Franklin,8,2451,1,113
4/29/2021,Hampden,134,50485,1,1490
4/29/2021,Hampshire,20,8937,0,290
4/29/2021,Middlesex,248,132011,3,3718
4/29/2021,Nantucket,4,1487,,
4/29/2021,Norfolk,108,53603,1,1772
4/29/2021,Plymouth,107,47699,2,1409
4/29/2021,Suffolk,151,90736,1,1814
4/29/2021,Worcester,136,75179,1,2189
4/29/2021,Unknown,-5,1130,0,7
4/29/2021,Dukes and Nantucket,,,0,5
4/30/2021,Barnstable,29,13522,0,461
4/30/2021,Berkshire,19,6295,0,282
4/30/2021,Bristol,132,64749,4,1700
4/30/2021,Dukes,4,1272,,
4/30/2021,Essex,155,95471,1,2349
4/30/2021,Franklin,11,2462,0,113
4/30/2021,Hampden,128,50613,5,1495
4/30/2021,Hampshire,13,8950,0,290
4/30/2021,Middlesex,237,132248,2,3720
4/30/2021,Nantucket,4,1491,,
4/30/2021,Norfolk,99,53702,0,1772
4/30/2021,Plymouth,97,47796,1,1410
4/30/2021,Suffolk,135,90871,3,1817
4/30/2021,Worcester,124,75303,0,2189
4/30/2021,Unknown,-8,1122,0,7
4/30/2021,Dukes and Nantucket,,,0,5
5/1/2021,Barnstable,25,13547,0,461
5/1/2021,Berkshire,29,6324,0,282
5/1/2021,Bristol,142,64891,0,1700
5/1/2021,Dukes,3,1275,,
5/1/2021,Essex,130,95601,1,2350
5/1/2021,Franklin,12,2474,0,113
5/1/2021,Hampden,130,50743,1,1496
5/1/2021,Hampshire,10,8960,0,290
5/1/2021,Middlesex,210,132458,1,3721
5/1/2021,Nantucket,2,1493,,
5/1/2021,Norfolk,81,53783,1,1773
5/1/2021,Plymouth,107,47903,1,1411
5/1/2021,Suffolk,117,90988,2,1819
5/1/2021,Worcester,114,75417,0,2189
5/1/2021,Unknown,3,1125,0,7
5/1/2021,Dukes and Nantucket,,,0,5
5/2/2021,Barnstable,26,13573,0,461
5/2/2021,Berkshire,14,6338,0,282
5/2/2021,Bristol,94,64985,1,1701
5/2/2021,Dukes,3,1278,,
5/2/2021,Essex,76,95677,1,2351
5/2/2021,Franklin,6,2480,0,113
5/2/2021,Hampden,103,50846,0,1496
5/2/2021,Hampshire,9,8969,0,290
5/2/2021,Middlesex,145,132603,0,3721
5/2/2021,Nantucket,2,1495,,
5/2/2021,Norfolk,63,53846,0,1773
5/2/2021,Plymouth,61,47964,0,1411
5/2/2021,Suffolk,99,91087,1,1820
5/2/2021,Worcester,89,75506,1,2190
5/2/2021,Unknown,-4,1121,0,7
5/2/2021,Dukes and Nantucket,,,0,5
5/3/2021,Barnstable,13,13586,1,462
5/3/2021,Berkshire,10,6348,0,282
5/3/2021,Bristol,57,65042,2,1703
5/3/2021,Dukes,3,1281,,
5/3/2021,Essex,48,95725,1,2352
5/3/2021,Franklin,3,2483,0,113
5/3/2021,Hampden,55,50901,1,1497
5/3/2021,Hampshire,4,8973,1,291
5/3/2021,Middlesex,80,132683,4,3725
5/3/2021,Nantucket,0,1495,,
5/3/2021,Norfolk,44,53890,3,1776
5/3/2021,Plymouth,58,48022,4,1415
5/3/2021,Suffolk,51,91138,0,1820
5/3/2021,Worcester,57,75563,1,2191
5/3/2021,Unknown,-2,1119,0,7
5/3/2021,Dukes and Nantucket,,,0,5
5/4/2021,Barnstable,15,13601,0,462
5/4/2021,Berkshire,11,6359,0,282
5/4/2021,Bristol,97,65139,2,1705
5/4/2021,Dukes,0,1281,,
5/4/2021,Essex,80,95805,2,2354
5/4/2021,Franklin,3,2486,0,113
5/4/2021,Hampden,84,50985,0,1497
5/4/2021,Hampshire,15,8988,0,291
5/4/2021,Middlesex,127,132810,0,3725
5/4/2021,Nantucket,0,1495,,
5/4/2021,Norfolk,57,53947,0,1776
5/4/2021,Plymouth,58,48080,0,1415
5/4/2021,Suffolk,78,91216,0,1820
5/4/2021,Worcester,94,75657,1,2192
5/4/2021,Unknown,-1,1118,0,7
5/4/2021,Dukes and Nantucket,,,0,5
5/5/2021,Barnstable,19,13620,0,462
5/5/2021,Berkshire,16,6375,1,283
5/5/2021,Bristol,117,65256,3,1708
5/5/2021,Dukes,4,1285,,
5/5/2021,Essex,143,95948,0,2354
5/5/2021,Franklin,5,2491,0,113
5/5/2021,Hampden,71,51056,1,1498
5/5/2021,Hampshire,6,8994,2,293
5/5/2021,Middlesex,157,132967,4,3729
5/5/2021,Nantucket,3,1498,,
5/5/2021,Norfolk,68,54015,0,1776
5/5/2021,Plymouth,77,48157,1,1416
5/5/2021,Suffolk,105,91321,0,1820
5/5/2021,Worcester,99,75756,2,2194
5/5/2021,Unknown,-2,1116,0,7
5/5/2021,Dukes and Nantucket,,,0,5
5/6/2021,Barnstable,21,13641,0,462
5/6/2021,Berkshire,18,6393,0,283
5/6/2021,Bristol,101,65357,0,1708
5/6/2021,Dukes,4,1289,,
5/6/2021,Essex,141,96089,3,2357
5/6/2021,Franklin,12,2503,0,113
5/6/2021,Hampden,111,51167,-1,1497
5/6/2021,Hampshire,11,9005,1,294
5/6/2021,Middlesex,194,133161,0,3729
5/6/2021,Nantucket,4,1502,,
5/6/2021,Norfolk,64,54079,1,1777
5/6/2021,Plymouth,79,48236,0,1416
5/6/2021,Suffolk,118,91439,0,1820
5/6/2021,Worcester,123,75879,1,2195
5/6/2021,Unknown,3,1119,0,7
5/6/2021,Dukes and Nantucket,,,0,5
5/7/2021,Barnstable,27,13668,0,462
5/7/2021,Berkshire,19,6412,0,283
5/7/2021,Bristol,111,65468,1,1709
5/7/2021,Dukes,3,1292,,
5/7/2021,Essex,112,96201,1,2358
5/7/2021,Franklin,6,2509,0,113
5/7/2021,Hampden,72,51239,-1,1496
5/7/2021,Hampshire,13,9018,0,294
5/7/2021,Middlesex,168,133329,2,3731
5/7/2021,Nantucket,3,1505,,
5/7/2021,Norfolk,69,54148,0,1777
5/7/2021,Plymouth,69,48305,1,1417
5/7/2021,Suffolk,106,91545,0,1820
5/7/2021,Worcester,103,75982,1,2196
5/7/2021,Unknown,0,1119,0,7
5/7/2021,Dukes and Nantucket,,,0,5
5/8/2021,Barnstable,17,13685,0,462
5/8/2021,Berkshire,9,6421,0,283
5/8/2021,Bristol,83,65551,1,1710
5/8/2021,Dukes,5,1297,,
5/8/2021,Essex,103,96304,0,2358
5/8/2021,Franklin,4,2513,0,113
5/8/2021,Hampden,78,51317,2,1498
5/8/2021,Hampshire,19,9037,0,294
5/8/2021,Middlesex,136,133465,1,3732
5/8/2021,Nantucket,2,1507,,
5/8/2021,Norfolk,66,54214,1,1778
5/8/2021,Plymouth,65,48370,1,1418
5/8/2021,Suffolk,105,91650,2,1822
5/8/2021,Worcester,102,76084,0,2196
5/8/2021,Unknown,1,1120,0,7
5/8/2021,Dukes and Nantucket,,,0,5
5/9/2021,Barnstable,18,13703,1,463
5/9/2021,Berkshire,10,6431,0,283
5/9/2021,Bristol,86,65637,0,1710
5/9/2021,Dukes,3,1300,,
5/9/2021,Essex,85,96389,0,2358
5/9/2021,Franklin,8,2521,0,113
5/9/2021,Hampden,55,51372,0,1498
5/9/2021,Hampshire,11,9048,0,294
5/9/2021,Middlesex,106,133571,0,3732
5/9/2021,Nantucket,1,1508,,
5/9/2021,Norfolk,52,54266,0,1778
5/9/2021,Plymouth,62,48432,4,1422
5/9/2021,Suffolk,77,91727,0,1822
5/9/2021,Worcester,82,76166,1,2197
5/9/2021,Unknown,-1,1119,0,7
5/9/2021,Dukes and Nantucket,,,0,5
5/10/2021,Barnstable,10,13713,0,463
5/10/2021,Berkshire,6,6437,2,285
5/10/2021,Bristol,69,65706,0,1710
5/10/2021,Dukes,8,1308,,
5/10/2021,Essex,64,96453,4,2362
5/10/2021,Franklin,2,2523,0,113
5/10/2021,Hampden,38,51410,2,1500
5/10/2021,Hampshire,8,9056,0,294
5/10/2021,Middlesex,74,133645,4,3736
5/10/2021,Nantucket,0,1508,,
5/10/2021,Norfolk,22,54288,0,1778
5/10/2021,Plymouth,47,48479,2,1424
5/10/2021,Suffolk,40,91767,1,1823
5/10/2021,Worcester,56,76222,1,2198
5/10/2021,Unknown,2,1121,0,7
5/10/2021,Dukes and Nantucket,,,0,5
5/11/2021,Barnstable,6,13719,0,463
5/11/2021,Berkshire,4,6441,0,285
5/11/2021,Bristol,27,65733,0,1710
5/11/2021,Dukes,0,1308,,
5/11/2021,Essex,18,96471,0,2362
5/11/2021,Franklin,3,2526,0,113
5/11/2021,Hampden,23,51433,0,1500
5/11/2021,Hampshire,2,9058,0,294
5/11/2021,Middlesex,23,133668,0,3736
5/11/2021,Nantucket,0,1508,,
5/11/2021,Norfolk,10,54298,0,1778
5/11/2021,Plymouth,4,48483,0,1424
5/11/2021,Suffolk,25,91792,0,1823
5/11/2021,Worcester,11,76233,0,2198
5/11/2021,Unknown,316,1437,0,7
5/11/2021,Dukes and Nantucket,,,0,5
5/12/2021,Barnstable,17,13736,1,464
5/12/2021,Berkshire,15,6456,0,285
5/12/2021,Bristol,124,65857,1,1711
5/12/2021,Dukes,9,1317,,
5/12/2021,Essex,141,96612,1,2363
5/12/2021,Franklin,5,2531,0,113
5/12/2021,Hampden,99,51532,4,1504
5/12/2021,Hampshire,11,9069,0,294
5/12/2021,Middlesex,140,133808,0,3736
5/12/2021,Nantucket,5,1513,,
5/12/2021,Norfolk,70,54368,0,1778
5/12/2021,Plymouth,81,48564,1,1425
5/12/2021,Suffolk,118,91910,3,1826
5/12/2021,Worcester,113,76346,3,2201
5/12/2021,Unknown,-322,1115,0,7
5/12/2021,Dukes and Nantucket,,,0,5
5/13/2021,Barnstable,17,13753,0,464
5/13/2021,Berkshire,7,6463,0,285
5/13/2021,Bristol,65,65922,5,1716
5/13/2021,Dukes,2,1319,,
5/13/2021,Essex,94,96706,2,2365
5/13/2021,Franklin,6,2537,0,113
5/13/2021,Hampden,68,51600,0,1504
5/13/2021,Hampshire,10,9079,0,294
5/13/2021,Middlesex,82,133890,1,3737
5/13/2021,Nantucket,1,1514,,
5/13/2021,Norfolk,43,54411,1,1779
5/13/2021,Plymouth,56,48620,0,1425
